DEPOT,CODE,TYPE,GROUP,TEU,STATUS,FOODGRADE,IDLEDAYS,LEASECONTRACT,OWNERSHIP,SOC,BUILDDATE
FRLEH0001,COZU1137504,45HC,STANDARD,2,Not Blocked,no,40,,Owned,no,29/10/1981
FRLEH0001,CJYU8435702,20RE,REEFER,1,Not Blocked,yes,19,,Owned,no,10/07/1993
FRLEH0001,CSQU6702172,20RE,REEFER,1,Not Blocked,no,57,,Owned,no,08/10/2005
FRLEH0001,HLXU2152876,20RE,REEFER,1,Not Blocked,yes,43,,Owned,no,11/04/2015
FRLEH0001,HLBU8992174,20RE,REEFER,1,Not Blocked,yes,58,,Owned,no,22/11/1987
FRLEH0001,MRKU5222813,20RE,REEFER,1,Damaged,yes,75,,Owned,no,21/06/2013
FRLEH0001,HPJU3896091,20RE,REEFER,1,Not Blocked,no,22,,Owned,no,29/01/1979
FRLEH0001,COZU1010776,20RE,REEFER,1,Not Blocked,no,34,,Owned,no,28/07/2002
FRLEH0001,HLBU7369052,20RE,REEFER,1,Not Blocked,no,35,,Owned,no,26/11/1986
FRLEH0001,HAMU7998456,20RE,REEFER,1,Not Blocked,yes,68,,Owned,no,17/08/2017
FRLEH0001,MSWU7866156,20RE,REEFER,1,Not Blocked,yes,93,,Owned,no,10/08/2017
FRLEH0001,CSQU4890079,20RE,REEFER,1,Not Blocked,no,18,,Owned,no,22/06/2018
FRLEH0001,HPJU1487751,20RE,REEFER,1,Not Blocked,yes,49,,Owned,no,08/04/1984
FRLEH0001,CSQU6085245,20RE,REEFER,1,Out of Fleet,yes,20,,Owned,no,07/12/2019
FRLEH0001,MSAU1141108,20RE,REEFER,1,Not Blocked,yes,79,,Owned,no,09/09/2005
FRLEH0001,TLEU6782861,20RE,REEFER,1,Not Blocked,yes,77,,Owned,no,15/03/2004
FRLEH0001,COZU5763994,20RE,REEFER,1,Not Blocked,no,16,,Owned,no,12/09/2011
FRLEH0001,TLEU8606032,20RE,REEFER,1,Not Blocked,yes,1,,Owned,no,18/07/2016
FRLEH0001,MSFU9206697,20RE,REEFER,1,Not Blocked,no,87,,Owned,no,07/05/1983
FRLEH0001,CJYU9197672,20RE,REEFER,1,Not Blocked,no,77,,Eligible for offhire,no,30/04/1988
FRLEH0001,MSAU8476084,40RH,REEFER,2,Not Blocked,no,49,,Owned,no,12/03/2002
FRLEH0001,COZU2235559,40RH,REEFER,2,Not Blocked,yes,24,,Owned,no,30/11/1999
FRLEH0001,SCMU6392060,40RH,REEFER,2,Not Blocked,no,14,,Owned,no,26/07/2010
FRLEH0001,MSAU6488162,40RH,REEFER,2,Damaged,no,11,,Owned,no,27/06/2018
FRLEH0001,HLXU8969808,40RH,REEFER,2,Not Blocked,yes,0,,Owned,no,20/04/2012
FRLEH0001,HLBU2765917,40RH,REEFER,2,Not Blocked,yes,7,,Owned,no,14/03/1992
FRLEH0001,CJYU5964781,40RH,REEFER,2,Damaged,yes,25,,Owned,no,28/04/1989
FRLEH0001,ITAU6382183,40RH,REEFER,2,Not Blocked,yes,50,,Owned,no,04/02/2017
FRLEH0001,ITAU8695288,40RH,REEFER,2,Not Blocked,no,100,,Owned,no,21/02/1998
FRLEH0001,MSAU9799206,40RH,REEFER,2,Not Blocked,no,15,,Owned,no,12/03/2007
FRLEH0001,CSNU9519050,40RH,REEFER,2,Not Blocked,yes,14,,Eligible for offhire,no,25/05/2019
FRLEH0001,HLBU5069064,40RH,REEFER,2,Not Blocked,no,9,,Owned,no,01/11/1997
FRLEH0001,HLBU1180883,40RH,REEFER,2,Not Blocked,no,35,,Owned,no,19/02/1980
FRLEH0001,HAMU1882440,40RH,REEFER,2,Out of Fleet,yes,34,,Owned,no,11/02/1991
FRLEH0001,MSAU8837501,40RH,REEFER,2,Not Blocked,no,87,,Owned,no,09/11/1989
FRLEH0001,TLEU6348013,40RH,REEFER,2,Not Blocked,no,17,,Owned,no,04/10/2002
FRLEH0001,CSQU8459406,40RH,REEFER,2,Not Blocked,yes,86,,Owned,no,09/07/1999
FRLEH0001,ITAU5906244,40RH,REEFER,2,Out of Fleet,no,55,,Owned,no,05/09/1980
FRLEH0001,MRKU2648036,40RH,REEFER,2,Not Blocked,no,63,,Owned,no,14/01/2011
FRLEH0001,CJYU7209584,40RH,REEFER,2,Not Blocked,yes,64,,Owned,no,23/08/1982
FRLEH0001,HAMU6192479,40RH,REEFER,2,Out of Fleet,yes,81,,Eligible for offhire,no,06/08/2012
FRLEH0001,HLXU1366590,40RH,REEFER,2,Not Blocked,no,11,,Owned,no,30/08/2005
FRLEH0001,CSNU1730566,40RH,REEFER,2,Not Blocked,yes,37,,Owned,no,22/10/2006
FRLEH0001,CSNU4884708,40RH,REEFER,2,Not Blocked,no,0,,Owned,no,25/05/2003
FRLEH0001,CJYU8891634,40RH,REEFER,2,Not Blocked,yes,66,,Owned,no,16/09/2006
FRLEH0001,MRKU1448062,40RH,REEFER,2,Not Blocked,yes,53,,Owned,no,12/03/2013
FRLEH0001,MRKU4755229,40RH,REEFER,2,Not Blocked,no,72,,Owned,no,13/04/1993
FRLEH0001,CJYU7567937,40RH,REEFER,2,Not Blocked,yes,88,,Owned,no,30/11/2006
FRLEH0001,HAMU7475314,40RH,REEFER,2,Not Blocked,yes,50,,Owned,no,30/07/1989
FRLEH0001,COZU4727813,40RH,REEFER,2,Damaged,no,7,,Owned,no,05/05/2010
FRLEH0001,SCMU7001353,40RH,REEFER,2,Not Blocked,yes,78,,Owned,no,16/01/2016
FRLEH0001,HAMU1508021,40RH,REEFER,2,Not Blocked,no,76,,Owned,no,20/02/1979
FRLEH0001,TLEU9161097,40RH,REEFER,2,Not Blocked,no,18,,Owned,no,02/09/1985
FRLEH0001,TLEU3942108,40RH,REEFER,2,Not Blocked,no,88,,Owned,no,10/08/2018
FRLEH0001,CSQU3722153,40RH,REEFER,2,Not Blocked,no,88,,Owned,no,26/03/2013
FRLEH0001,CJYU4099575,40RH,REEFER,2,Not Blocked,no,46,,Owned,no,09/03/2007
FRLEH0001,CSQU1080141,40RH,REEFER,2,Not Blocked,yes,30,,Owned,no,13/07/2009
FRLEH0001,CSNU4732077,40RH,REEFER,2,Not Blocked,no,66,,Owned,no,29/09/2016
FRLEH0001,CSNU7240262,40RH,REEFER,2,Out of Fleet,yes,25,,Owned,no,27/04/1980
FRLEH0001,COZU8765791,40RH,REEFER,2,Not Blocked,yes,24,,Owned,no,13/10/1982
FRLEH0001,SCMU1573809,40RH,REEFER,2,Not Blocked,no,80,,Owned,no,24/09/2009
FRLEH0001,COZU6172879,40RH,REEFER,2,Not Blocked,no,0,,Owned,no,24/12/2010
FRLEH0001,MSAU2918881,40RH,REEFER,2,Damaged,no,85,,Owned,no,21/12/1982
FRLEH0001,TLEU9794892,40RH,REEFER,2,Not Blocked,yes,28,,Owned,no,16/04/1993
FRLEH0001,CSQU1630300,40RH,REEFER,2,Not Blocked,yes,70,,Owned,no,11/12/1991
FRLEH0001,MSFU2028666,40RH,REEFER,2,Not Blocked,yes,99,,Owned,no,23/08/1985
FRLEH0001,CSNU6280070,40RH,REEFER,2,Not Blocked,yes,3,,Owned,no,08/11/1980
FRLEH0001,HLXU3875080,40RH,REEFER,2,Not Blocked,yes,74,,Owned,no,26/01/1992
FRLEH0001,HLBU2108684,40RH,REEFER,2,Not Blocked,no,19,,Owned,no,24/09/1980
FRLEH0001,MRKU1672320,40RH,REEFER,2,Not Blocked,yes,20,,Owned,no,26/05/2019
FRLEH0001,MSWU2104409,40RH,REEFER,2,Not Blocked,no,67,,Owned,no,05/05/1982
FRLEH0001,MRKU5761457,40RH,REEFER,2,Not Blocked,yes,63,,Owned,no,21/03/1998
FRLEH0001,HLXU8078678,40RH,REEFER,2,Not Blocked,no,66,,Owned,no,28/03/1982
FRLEH0001,CJYU8729348,40RH,REEFER,2,Not Blocked,no,6,,Owned,no,28/02/1990
FRLEH0001,CJYU9241058,40RH,REEFER,2,Out of Fleet,yes,62,,Owned,no,17/06/1987
FRLEH0001,HPJU6432316,40RH,REEFER,2,Not Blocked,no,8,,Owned,no,14/05/2013
FRLEH0001,MSAU2580169,40RH,REEFER,2,Not Blocked,yes,60,,Owned,no,06/05/1984
FRLEH0001,MSFU3903908,45RH,REEFER,2,Not Blocked,yes,52,,Owned,no,08/10/1981
FRLEH0001,MSWU7578853,45RH,REEFER,2,Not Blocked,no,45,,Owned,no,24/03/2002
FRLEH0001,CSNU1767875,45RH,REEFER,2,Not Blocked,yes,84,,Owned,no,13/02/2005
FRLEH0001,SCMU4172913,45RH,REEFER,2,Not Blocked,no,83,,Owned,no,12/07/2017
FRLEH0001,MSFU1555416,45RH,REEFER,2,Not Blocked,no,48,,Owned,no,11/04/2009
FRLEH0001,COZU5934823,45RH,REEFER,2,Not Blocked,yes,62,,Owned,no,10/02/1997
FRLEH0001,SCMU3961108,45RH,REEFER,2,Not Blocked,no,82,,Owned,no,09/05/1987
FRLEH0001,SCMU5972683,45RH,REEFER,2,Not Blocked,yes,58,,Owned,no,26/01/2009
FRLEH0001,TLEU1098634,45RH,REEFER,2,Not Blocked,no,88,,Owned,no,30/11/1999
FRLEH0001,CSQU9889270,45RH,REEFER,2,Not Blocked,yes,77,,Owned,no,28/08/1994
FRLEH0001,HPJU3737295,45RH,REEFER,2,Not Blocked,no,17,,Owned,no,10/01/1988
FRLEH0001,CSNU1876660,45RH,REEFER,2,Not Blocked,no,66,,Owned,no,12/08/1995
FRLEH0001,HPJU6428181,45RH,REEFER,2,Damaged,yes,93,,Owned,no,03/12/2011
FRLEH0001,HPJU4761705,45RH,REEFER,2,Not Blocked,no,30,,Owned,no,11/05/2012
FRLEH0001,HLXU8234500,45RH,REEFER,2,Not Blocked,yes,57,,Owned,no,09/08/1983
FRLEH0001,MSWU7558113,45RH,REEFER,2,Damaged,yes,7,,Owned,no,11/09/1983
FRLEH0001,SCMU7872783,45RH,REEFER,2,Not Blocked,yes,18,,Owned,no,17/09/2000
FRLEH0001,ITAU1188402,45RH,REEFER,2,Not Blocked,yes,1,,Owned,no,23/01/2009
FRLEH0001,HPJU6239989,45RH,REEFER,2,Not Blocked,no,81,,Owned,no,26/03/2002
FRLEH0001,TLEU7736054,45RH,REEFER,2,Not Blocked,yes,17,,Owned,no,22/03/2001
FRLEH0001,HLBU8693432,45RH,REEFER,2,Not Blocked,no,15,,Owned,no,17/08/2004
FRLEH0001,MRKU5341308,45RH,REEFER,2,Not Blocked,yes,97,,Owned,no,14/11/2017
FRLEH0001,MSWU2298837,45RH,REEFER,2,Not Blocked,yes,11,,Owned,no,14/06/1979
FRLEH0001,HAMU4798741,45RH,REEFER,2,Not Blocked,no,17,,Owned,no,03/10/2005
FRLEH0001,TLEU9143458,45RH,REEFER,2,Not Blocked,yes,63,,Owned,no,05/09/2017
FRLEH0001,ITAU9960388,45RH,REEFER,2,Not Blocked,yes,53,,Owned,no,05/01/1985
FRLEH0001,HLXU9931759,45RH,REEFER,2,Not Blocked,yes,27,,Owned,no,15/06/1983
FRLEH0001,HLBU1985885,45RH,REEFER,2,Not Blocked,yes,65,,Eligible for offhire,no,21/10/2003
FRLEH0001,MSFU1693099,45RH,REEFER,2,Not Blocked,no,67,,Owned,no,25/02/2013
FRLEH0001,MRKU1669221,45RH,REEFER,2,Not Blocked,yes,61,,Owned,no,11/08/1988
FRLEH0001,CJYU9517252,45RH,REEFER,2,Not Blocked,yes,85,,Owned,no,15/12/1994
FRLEH0001,HLBU7220660,45RH,REEFER,2,Not Blocked,no,38,,Owned,no,08/12/2005
FRLEH0001,CJYU3909645,45RH,REEFER,2,Not Blocked,yes,52,,Owned,no,21/03/2004
FRLEH0001,MSFU9892500,45RH,REEFER,2,Not Blocked,no,10,,Owned,no,08/05/1996
FRLEH0001,HAMU7790686,45RH,REEFER,2,Not Blocked,yes,100,,Owned,no,02/02/1985
FRLEH0001,SCMU2852401,45RH,REEFER,2,Out of Fleet,no,2,,Owned,no,08/06/2013
FRLEH0001,COZU9758130,20OT,OPEN_TOP,1,Damaged,yes,15,,Owned,no,07/02/1997
FRLEH0001,HLXU3967785,20OT,OPEN_TOP,1,Not Blocked,yes,40,,Owned,no,30/10/1985
FRLEH0001,HLXU8699003,20OT,OPEN_TOP,1,Not Blocked,no,5,,Owned,no,15/05/2001
FRLEH0001,HPJU8480734,20OT,OPEN_TOP,1,Not Blocked,no,77,,Owned,no,14/09/1989
FRLEH0001,COZU2873672,20OT,OPEN_TOP,1,Not Blocked,yes,27,,Owned,no,04/07/2018
FRLEH0001,CSNU7645141,20OT,OPEN_TOP,1,Not Blocked,yes,83,,Owned,no,09/02/1988
FRLEH0001,HLBU4784554,20OT,OPEN_TOP,1,Not Blocked,no,34,,Owned,no,27/02/2003
FRLEH0001,ITAU4034728,20OT,OPEN_TOP,1,Not Blocked,yes,7,,Owned,no,03/06/2006
FRLEH0001,HAMU7505132,20OT,OPEN_TOP,1,Not Blocked,yes,12,,Owned,no,24/09/1982
FRLEH0001,MSWU1041341,20OT,OPEN_TOP,1,Not Blocked,no,35,,Owned,no,21/12/2012
FRLEH0001,MSFU9995434,20OT,OPEN_TOP,1,Not Blocked,yes,42,,Owned,no,10/11/1989
FRLEH0001,ITAU5516376,20OT,OPEN_TOP,1,Not Blocked,yes,84,,Owned,no,04/11/1981
FRLEH0001,MRKU4362435,20OT,OPEN_TOP,1,Out of Fleet,yes,34,,Owned,no,14/01/1988
FRLEH0001,ITAU5509384,20OT,OPEN_TOP,1,Not Blocked,no,70,,Owned,no,18/06/1980
FRLEH0001,ITAU3554570,20OT,OPEN_TOP,1,Not Blocked,yes,86,,Owned,no,05/01/1985
FRLEH0001,HPJU3782024,20OT,OPEN_TOP,1,Out of Fleet,yes,92,,Owned,no,29/11/2004
FRLEH0001,MRKU3435296,20OT,OPEN_TOP,1,Not Blocked,no,13,,Owned,no,23/05/1984
FRLEH0001,CJYU5866200,20OT,OPEN_TOP,1,Not Blocked,no,57,,Owned,no,20/05/2006
FRLEH0001,HLXU3292769,20OT,OPEN_TOP,1,Not Blocked,no,54,,Owned,no,10/09/2017
FRLEH0001,CSQU2547572,20OT,OPEN_TOP,1,Not Blocked,no,45,,Owned,no,02/08/2000
FRLEH0001,CSNU8636076,20OT,OPEN_TOP,1,Not Blocked,yes,81,,Owned,no,12/08/2018
FRLEH0001,CSNU4760154,20OT,OPEN_TOP,1,Not Blocked,no,43,,Owned,no,16/10/1983
FRLEH0001,HPJU7723648,20OT,OPEN_TOP,1,Not Blocked,no,8,,Owned,no,24/02/1985
FRLEH0001,HLXU2563270,20OT,OPEN_TOP,1,Not Blocked,no,85,,Owned,no,09/06/1980
FRLEH0001,SCMU8345078,20OT,OPEN_TOP,1,Not Blocked,yes,82,,Owned,no,30/11/1983
FRLEH0001,HPJU8864424,20OT,OPEN_TOP,1,Out of Fleet,yes,55,,Owned,no,17/12/1983
FRLEH0001,CSNU9110085,20OT,OPEN_TOP,1,Not Blocked,yes,31,,Owned,no,24/12/2012
FRLEH0001,MSWU2374563,20OT,OPEN_TOP,1,Not Blocked,yes,2,,Owned,no,07/02/2013
FRLEH0001,MRKU9662743,20OT,OPEN_TOP,1,Not Blocked,no,34,,Owned,no,24/11/2018
FRLEH0001,MSWU1361970,20OT,OPEN_TOP,1,Not Blocked,yes,49,,Eligible for offhire,no,01/11/2018
FRLEH0001,MSFU1095769,20OT,OPEN_TOP,1,Not Blocked,yes,31,,Owned,no,30/12/2019
FRLEH0001,COZU6893103,20OT,OPEN_TOP,1,Not Blocked,no,40,,Owned,no,05/01/1983
FRLEH0001,MRKU3147702,20OT,OPEN_TOP,1,Not Blocked,yes,36,,Owned,no,06/03/1995
FRLEH0001,HLBU4898901,20OT,OPEN_TOP,1,Not Blocked,no,4,,Owned,no,29/10/2007
FRLEH0001,MSWU8405928,20OT,OPEN_TOP,1,Not Blocked,yes,63,,Owned,no,20/04/1986
FRLEH0001,ITAU3029509,20OT,OPEN_TOP,1,Not Blocked,yes,7,,Owned,no,04/08/2007
FRLEH0001,MSAU4039317,20OT,OPEN_TOP,1,Not Blocked,yes,12,,Owned,no,14/03/2000
FRLEH0001,HAMU3847359,20OT,OPEN_TOP,1,Not Blocked,no,78,,Owned,no,02/12/1979
FRLEH0001,SCMU7970138,20OT,OPEN_TOP,1,Not Blocked,yes,47,,Owned,no,14/02/1993
FRLEH0001,HLBU9223448,20OT,OPEN_TOP,1,Not Blocked,no,80,,Owned,no,17/03/2010
FRLEH0001,MSFU7924347,20OT,OPEN_TOP,1,Out of Fleet,yes,29,,Owned,no,07/06/2005
FRLEH0001,TLEU7381378,20OT,OPEN_TOP,1,Damaged,yes,38,,Owned,no,30/01/2011
FRLEH0001,HLXU1010587,20OT,OPEN_TOP,1,Not Blocked,no,13,,Owned,no,28/06/1984
FRLEH0001,HAMU6056762,20OT,OPEN_TOP,1,Not Blocked,no,3,,Owned,no,16/03/2018
FRLEH0001,MSAU8258562,20OT,OPEN_TOP,1,Not Blocked,no,56,,Owned,no,18/11/2005
FRLEH0001,HAMU1480859,20OT,OPEN_TOP,1,Not Blocked,yes,46,,Owned,no,13/05/1980
FRLEH0001,MSFU7532036,20OT,OPEN_TOP,1,Not Blocked,no,47,,Owned,no,12/06/1979
FRLEH0001,ITAU7553532,20OT,OPEN_TOP,1,Not Blocked,no,95,,Owned,no,01/02/1987
FRLEH0001,CSNU2950916,20OT,OPEN_TOP,1,Not Blocked,yes,9,,Owned,no,18/06/2017
FRLEH0001,MSWU5978154,20OT,OPEN_TOP,1,Damaged,no,83,,Owned,no,20/11/2007
FRLEH0001,TLEU5155001,20OT,OPEN_TOP,1,Not Blocked,no,19,,Owned,no,12/12/1993
FRLEH0001,MRKU6902684,20OT,OPEN_TOP,1,Not Blocked,yes,35,,Owned,no,07/03/2003
FRLEH0001,MRKU7090526,20OT,OPEN_TOP,1,Not Blocked,yes,98,,Owned,no,10/01/2008
FRLEH0001,CSQU6634243,20OT,OPEN_TOP,1,Out of Fleet,yes,13,,Owned,no,24/11/1980
FRLEH0001,MSWU3458455,20OT,OPEN_TOP,1,Not Blocked,no,52,,Owned,no,21/03/2008
FRLEH0001,HAMU9695280,20OT,OPEN_TOP,1,Not Blocked,yes,21,,Owned,no,06/05/1999
FRLEH0001,COZU9424368,20OT,OPEN_TOP,1,Out of Fleet,no,95,,Owned,no,29/08/1983
FRLEH0001,HLBU8040440,20OT,OPEN_TOP,1,Not Blocked,yes,57,,Owned,no,28/04/1990
FRLEH0001,MSWU1059907,20OT,OPEN_TOP,1,Not Blocked,yes,76,,Owned,no,20/05/1996
FRLEH0001,COZU6154783,20OT,OPEN_TOP,1,Not Blocked,no,62,,Owned,no,25/01/1981
FRLEH0001,MRKU5582172,20OT,OPEN_TOP,1,Not Blocked,yes,0,,Owned,no,25/02/1987
FRLEH0001,CSNU6400274,20OT,OPEN_TOP,1,Not Blocked,yes,42,,Owned,no,02/12/1994
FRLEH0001,TLEU7275301,20OT,OPEN_TOP,1,Not Blocked,yes,16,,Owned,no,25/07/2008
FRLEH0001,MSWU2776455,20OT,OPEN_TOP,1,Not Blocked,yes,28,,Owned,no,22/02/1990
FRLEH0001,CJYU2527700,20OT,OPEN_TOP,1,Not Blocked,yes,15,,Owned,no,10/07/2017
FRLEH0001,MSFU1966744,20OT,OPEN_TOP,1,Not Blocked,no,40,,Eligible for offhire,no,25/11/1982
FRLEH0001,ITAU6978481,20OT,OPEN_TOP,1,Damaged,yes,28,,Owned,no,25/03/1994
FRLEH0001,MSAU2254106,20OT,OPEN_TOP,1,Not Blocked,yes,87,,Owned,no,06/03/1991
FRLEH0001,CSQU4815580,20OT,OPEN_TOP,1,Damaged,yes,86,,Owned,no,09/07/1990
FRLEH0001,HPJU8206110,20OT,OPEN_TOP,1,Not Blocked,yes,45,,Owned,no,06/10/2011
FRLEH0001,CSQU3745603,20OT,OPEN_TOP,1,Not Blocked,yes,93,,Owned,no,03/08/1984
FRLEH0001,MSFU2191470,20OT,OPEN_TOP,1,Not Blocked,yes,55,,Eligible for offhire,no,14/11/2000
FRLEH0001,HLBU1778621,20OT,OPEN_TOP,1,Not Blocked,no,29,,Owned,no,06/11/2017
FRLEH0001,SCMU3510653,20OT,OPEN_TOP,1,Not Blocked,yes,80,,Owned,no,16/11/1996
FRLEH0001,TLEU9578224,20OT,OPEN_TOP,1,Out of Fleet,yes,9,,Owned,no,16/04/2016
FRLEH0001,COZU3997432,20OT,OPEN_TOP,1,Not Blocked,no,91,,Owned,no,18/04/2016
FRLEH0001,MSFU2036961,20OT,OPEN_TOP,1,Not Blocked,yes,17,,Owned,no,02/12/1984
FRLEH0001,HLBU1641118,20OT,OPEN_TOP,1,Not Blocked,no,23,,Owned,no,02/09/1991
FRLEH0001,HLXU2400632,20OT,OPEN_TOP,1,Out of Fleet,no,34,,Owned,no,31/08/2003
FRLEH0001,COZU4756473,20OT,OPEN_TOP,1,Not Blocked,yes,17,,Owned,no,27/06/2019
FRLEH0001,HLXU2368693,20OT,OPEN_TOP,1,Not Blocked,no,73,,Owned,no,15/01/2008
FRLEH0001,HPJU9557827,20OT,OPEN_TOP,1,Not Blocked,yes,54,,Owned,no,05/10/2010
FRLEH0001,HLXU2479997,20OT,OPEN_TOP,1,Out of Fleet,yes,6,,Owned,no,16/08/1988
FRLEH0001,SCMU3793539,20OT,OPEN_TOP,1,Not Blocked,no,9,,Owned,no,09/11/1992
FRLEH0001,HPJU4220613,20OT,OPEN_TOP,1,Not Blocked,no,25,,Owned,no,21/05/2010
FRLEH0001,HAMU2216418,20OT,OPEN_TOP,1,Not Blocked,no,87,,Owned,no,13/06/1996
FRLEH0001,MSAU1607290,20OT,OPEN_TOP,1,Not Blocked,yes,25,,Owned,no,19/06/1991
FRLEH0001,MSAU6699696,20OT,OPEN_TOP,1,Not Blocked,yes,55,,Owned,no,11/05/1995
FRLEH0001,COZU6889096,20OT,OPEN_TOP,1,Not Blocked,yes,23,,Owned,no,21/10/1985
FRLEH0001,HLBU4140176,40OT,OPEN_TOP,2,Not Blocked,no,13,,Owned,no,20/06/1994
FRLEH0001,MRKU8795164,40OT,OPEN_TOP,2,Not Blocked,no,23,,Owned,no,27/09/2017
FRLEH0001,ITAU7784255,40OT,OPEN_TOP,2,Not Blocked,no,88,,Owned,no,22/11/2010
FRLEH0001,MSWU8101044,40OT,OPEN_TOP,2,Damaged,yes,96,,Owned,no,22/11/2016
FRLEH0001,HAMU9930738,40OT,OPEN_TOP,2,Not Blocked,yes,46,,Owned,no,25/08/2016
FRLEH0001,COZU2289457,40OT,OPEN_TOP,2,Not Blocked,yes,100,,Owned,no,08/05/2017
FRLEH0001,CSNU6823073,40OT,OPEN_TOP,2,Not Blocked,yes,47,,Owned,no,14/04/1985
FRLEH0001,MRKU7264325,40OT,OPEN_TOP,2,Not Blocked,no,91,,Owned,no,20/06/1986
FRLEH0001,SCMU9928944,40OT,OPEN_TOP,2,Not Blocked,yes,76,,Owned,no,10/10/1980
FRLEH0001,HLBU3144289,40OT,OPEN_TOP,2,Not Blocked,no,20,,Owned,no,11/04/2005
FRLEH0001,CSNU5213618,40OT,OPEN_TOP,2,Not Blocked,yes,19,,Owned,no,07/09/1987
FRLEH0001,CSNU6666553,40OT,OPEN_TOP,2,Not Blocked,no,14,,Owned,no,09/09/2009
FRLEH0001,HAMU6687355,40OT,OPEN_TOP,2,Not Blocked,no,96,,Owned,no,20/05/1982
FRLEH0001,MSFU3539840,40OT,OPEN_TOP,2,Not Blocked,no,90,,Owned,no,24/07/1981
FRLEH0001,MSFU2511035,40OT,OPEN_TOP,2,Not Blocked,no,17,,Owned,no,15/01/1994
FRLEH0001,HLXU3673214,40OT,OPEN_TOP,2,Not Blocked,yes,72,,Owned,no,15/12/1995
FRLEH0001,HLXU8141569,40OT,OPEN_TOP,2,Damaged,no,86,,Owned,no,29/11/2000
FRLEH0001,CJYU4015594,40OT,OPEN_TOP,2,Not Blocked,yes,17,,Owned,no,20/06/2006
FRLEH0001,TLEU9287689,40OT,OPEN_TOP,2,Not Blocked,no,7,,Owned,no,30/04/1986
FRLEH0001,HAMU6875900,40OT,OPEN_TOP,2,Not Blocked,no,21,,Owned,no,17/05/1998
FRLEH0001,MSWU5137664,40OT,OPEN_TOP,2,Not Blocked,no,30,,Owned,no,13/04/2015
FRLEH0001,CJYU8992508,40OT,OPEN_TOP,2,Not Blocked,no,53,,Owned,no,14/04/1979
FRLEH0001,CJYU8082823,40OT,OPEN_TOP,2,Not Blocked,yes,52,,Owned,no,02/07/1991
FRLEH0001,SCMU4234294,40OT,OPEN_TOP,2,Not Blocked,no,56,,Owned,no,07/10/1991
FRLEH0001,COZU6385076,40OT,OPEN_TOP,2,Not Blocked,yes,67,,Owned,no,31/05/1998
FRLEH0001,HAMU4742521,40OT,OPEN_TOP,2,Not Blocked,yes,88,,Owned,no,04/12/2019
FRLEH0001,MSWU6569090,40OT,OPEN_TOP,2,Not Blocked,no,21,,Owned,no,30/08/2012
FRLEH0001,COZU4439256,40OT,OPEN_TOP,2,Not Blocked,no,47,,Owned,no,16/03/1994
FRLEH0001,HLBU5257007,40OT,OPEN_TOP,2,Not Blocked,yes,82,,Owned,no,25/08/1994
FRLEH0001,MSFU9588472,40OT,OPEN_TOP,2,Not Blocked,yes,92,,Owned,no,16/02/1992
FRLEH0001,CSNU5510794,40OT,OPEN_TOP,2,Not Blocked,yes,13,,Owned,no,15/03/2003
FRLEH0001,HLXU1392268,40OT,OPEN_TOP,2,Not Blocked,yes,85,,Owned,no,18/08/1992
FRLEH0001,SCMU9922574,40OT,OPEN_TOP,2,Not Blocked,yes,22,,Owned,no,06/08/1994
FRLEH0001,MRKU5116296,40OT,OPEN_TOP,2,Not Blocked,yes,27,,Owned,no,17/02/2016
FRLEH0001,MSFU3226765,40OT,OPEN_TOP,2,Not Blocked,yes,91,,Owned,no,30/10/2018
FRLEH0001,MSFU7597484,40OT,OPEN_TOP,2,Not Blocked,yes,24,,Owned,no,06/07/1987
FRLEH0001,HLBU2088450,40OT,OPEN_TOP,2,Not Blocked,no,23,,Owned,no,01/08/1998
FRLEH0001,MRKU1450404,40OT,OPEN_TOP,2,Not Blocked,no,50,,Owned,no,26/10/1997
FRLEH0001,MSFU6602038,40OT,OPEN_TOP,2,Not Blocked,no,65,,Owned,no,02/09/1993
FRLEH0001,HLBU5559690,40OT,OPEN_TOP,2,Not Blocked,yes,24,,Owned,no,24/11/2008
FRLEH0001,MSAU3404198,40OT,OPEN_TOP,2,Not Blocked,yes,25,,Eligible for offhire,no,09/03/1991
FRLEH0001,COZU2576685,40OT,OPEN_TOP,2,Not Blocked,yes,63,,Owned,no,07/05/2014
FRLEH0001,HAMU4052625,40OT,OPEN_TOP,2,Not Blocked,yes,60,,Owned,no,22/11/2013
FRLEH0001,COZU6413684,40OT,OPEN_TOP,2,Not Blocked,no,43,,Owned,no,04/08/2016
FRLEH0001,MRKU3890307,40OT,OPEN_TOP,2,Not Blocked,no,25,,Owned,no,07/02/2005
FRLEH0001,ITAU7994292,40OT,OPEN_TOP,2,Not Blocked,yes,13,,Owned,no,29/03/2016
FRLEH0001,MSFU5006908,40OT,OPEN_TOP,2,Not Blocked,yes,98,,Owned,no,08/09/2008
FRLEH0001,TLEU3181951,40OT,OPEN_TOP,2,Damaged,no,62,,Eligible for offhire,no,15/05/2014
FRLEH0001,MRKU6159230,40OT,OPEN_TOP,2,Not Blocked,no,29,,Owned,no,22/05/1991
FRLEH0001,HPJU1055428,40OT,OPEN_TOP,2,Not Blocked,yes,94,,Owned,no,20/06/2016
FRLEH0001,CSNU1000043,40OT,OPEN_TOP,2,Not Blocked,no,63,,Owned,no,04/11/1993
FRLEH0001,CJYU6765310,40OT,OPEN_TOP,2,Not Blocked,no,68,,Owned,no,23/06/1986
